,infection_site,description,OriginalReadCode,CleansedReadCode,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,Term
240,UTI,"Pyuria, site not specified",K1901,K190100,195791000006119.0,4800001.0,9001019.0,"Pyuria, site not specified"
241,Hepatobiliary,Liver abscess NOS,J620z,J620z00,303475019.0,27916005.0,46731011.0,Liver abscess NOS
242,Cellulitis,Cellulitis of scrotum,K2843,K284300,58130016.0,34830002.0,58130016.0,Cellulitis of scrotum
243,other,Erythema infectiosum - fifth disease,A570,A570.00,648231000006111.0,34730008.0,57963014.0,Erythema infectiosum - fifth disease
244,other,Aphthous fever,A784-1,A784.11,139118012.0,266108008.0,395359019.0,Aphthous fever
245,Bone,"Osteomyelitis, unspecified",N3030,N303000,235391000006113.0,203245006.0,311894019.0,"Periostitis without osteomyelitis, of unspecified site"
246,Genital,PID - pelvic inflammatory disease,K40z-3,K40z.13,304640015.0,198130006.0,304640015.0,PID - pelvic inflammatory disease
247,other,Syphilis,A97-1,A97..11,126672010.0,76272004.0,126672010.0,Syphilis
248,Neuro,Pneumococcal meningitis,F001,F001.00,85251019.0,51169003.0,85251019.0,Pneumococcal meningitis
249,other,Intestinal helminthiases NOS,AC7z,AC7z.00,287847013.0,26249004.0,43968010.0,Intestinal helminthiases NOS
250,other,Tuberculosis lichenoides,A1706,A170600,1235995011.0,9768003.0,1235995011.0,Tuberculosis lichenoides
251,Pyelonephritis,Chronic pyelonephritis,K100,K100.00,105227013.0,63302006.0,105227013.0,Chronic pyelonephritis
252,Genital,Chronic salpingitis,K4013,K401300,92337013.0,55551005.0,92337013.0,Chronic salpingitis
253,Viral URTI,Pharyngolaryngitis,H055,H055.00,301089013.0,195709006.0,301089013.0,Pharyngolaryngitis
254,Genital,Epididymitis unspecified,K2412,K241200,304428014.0,31070006.0,52004013.0,Epididymitis unspecified
255,Peritonitis,Subphrenic abscess,J5521,J552100,87327013.0,52478002.0,87327013.0,Subphrenic abscess
256,Bone,"Osteomyelitis, unspecified",N3025,N302500,311860016.0,60168000.0,99949018.0,Unspecified osteomyelitis of the pelvic region and thigh
257,Cellulitis,Cellulitis and abscess of finger,M020,M020.00,308269011.0,200630006.0,308269011.0,Cellulitis and abscess of finger
258,UTI,Acute gonococcal urethritis,A9801,A980100,49984015.0,29864006.0,49984015.0,Acute gonococcal urethritis
259,Viral URTI,Acute viral pharyngitis,H024,H024.00,301028015.0,195662009.0,301028015.0,Acute viral pharyngitis
260,pneumonia,Recurrent chest infection,H06z2,H06z200,451444011.0,448739000.0,2900007017.0,Recurrent chest infection
261,bacterial URTI,Streptococcal pharyngitis,A3402,A340200,73158014.0,43878008.0,73158014.0,Streptococcal pharyngitis
262,Bone,Tuberculosis of bones and joints,A153,A153.00,286281017.0,186231006.0,286281017.0,Tuberculosis limb bones - Tuberculous dactylitis
263,pneumonia,Interstitial pneumonia,H56y1,H56y100,107470010.0,64667001.0,107470010.0,Interstitial pneumonia
264,other,Leishmaniasis,A85,A85..00,133739018.0,80612004.0,133739018.0,Leishmaniasis
265,Cardiovascular,Bacterial endocarditis,G510-1,G510.11,442438016.0,301183007.0,442438016.0,Bacterial endocarditis
266,Cellulitis,Cellulitis and abscess of abdominal wall,M0323,M032300,308320011.0,200659006.0,308320011.0,Cellulitis and abscess of abdominal wall
267,pneumonia,O/E - consolidation present,23E2,23E2.00,253995014.0,162971001.0,253995014.0,O/E - consolidation present
268,other,Non specific viral rash,A57z-1,A57z.11,587311000006114.0,186504007.0,286679010.0,Non specific viral rash
269,Puerperal,Obstetric nonpurulent mastitis with postnatal complication,L4524,L452400,269291000006114.0,200385001.0,307962012.0,Obstetric nonpurulent mastitis with postnatal complication
270,Neuro,Myelitis,F03-2,F03..12,69009019.0,41370002.0,69009019.0,Myelitis
271,Neuro,Encephalomyelitis,F03-1,F03..11,104625019.0,62950007.0,104625019.0,Encephalomyelitis
272,other,Unspecified ophthalmic herpes,A5440,A544000,406259010.0,186542001.0,286746015.0,Unspecified ophthalmic herpes
273,Cellulitis,Cellulitis and abscess of shoulder,M0330,M033000,308327014.0,200666007.0,308327014.0,Cellulitis and abscess of shoulder
274,bacterial URTI,Vincent's angina,AA1,AA1..00,2470021018.0,399050001.0,1773291012.0,Vincent's angina
275,other,Tuberculous adenitis,A1722,A172200,18908019.0,10893003.0,18908019.0,Tuberculous adenitis
276,other,Gonococcal septicaemia,A98yz-2,A98yz12,495793016.0,5085001.0,495793016.0,Gonococcal septicaemia
277,Viral URTI,Acute viral laryngitis unspecified,H040w,H040w00,301063013.0,441551009.0,2816881017.0,Acute viral laryngitis unspecified
278,other,Tuberculosis of hilar lymph nodes,A1210,A121000,123534017.0,74387008.0,123534017.0,Tuberculosis of hilar lymph nodes
279,bacterial URTI,Acute secretory otitis media,F5100-1,F510011,473798017.0,359609001.0,473798017.0,Acute secretory otitis media
280,pneumonia,Viral pneumonia,H20,H20..00,125510013.0,75570004.0,125510013.0,Viral pneumonia
281,other,Hepatitis unspecified NOS,J633z,J633z00,303509012.0,128241005.0,206503018.0,Hepatitis unspecified NOS
282,Cellulitis,Cellulitis of floor of mouth,J0830,J083000,302270018.0,196538002.0,302270018.0,Cellulitis of floor of mouth
283,bacterial URTI,Chronic mastoiditis,F531,F531.00,133785015.0,80645004.0,133785015.0,Chronic mastoiditis
284,pneumonia,Atypical pneumonia,H28,H28..00,350051017.0,233606009.0,350051017.0,Atypical pneumonia
285,Cardiovascular,Rheumatic chorea,G02,G02..00,78053017.0,46826000.0,78053017.0,Rheumatic chorea
286,other,Hydatid disease,AC2-1,AC2..11,124462015.0,74942003.0,124462015.0,Hydatid disease
287,other,Eczema herpeticum - Kaposi's varicelliform eruption,A540,A540.00,286729018.0,186535001.0,286729018.0,Eczema herpeticum - Kaposi's varicelliform eruption
288,Neuro,Viral encephalitis NOS,A4zz-1,A4zz.11,61171000006112.0,34476008.0,57546016.0,Viral encephalitis NOS
289,Cardiovascular,Subacute bacterial endocarditis - SBE,G5101,G510100,122761000006114.0,73774007.0,122517018.0,Subacute bacterial endocarditis - SBE
290,Gastrointestinal,Escherichia coli gastrointestinal tract infection,A070,A070.00,365279016.0,111839008.0,365279016.0,Escherichia coli gastrointestinal tract infection
291,other,Pneumococcal infection,A3B2,A3B2.00,28477017.0,16814004.0,28477017.0,Pneumococcal infection
292,other,Enteritis due to specified virus,A076,A076.00,395321010.0,266079003.0,395321010.0,Enteritis due to specified virus
293,Neuro,Measles complicated by meningitis,A553,A553.00,286771017.0,186561002.0,286771017.0,Measles complicated by meningitis
294,Peritonitis,Abscess of suppurative peritonitis,J552-1,J552.11,353742019.0,235984009.0,353742019.0,Abscess of suppurative peritonitis
295,bacterial URTI,Nonsuppurative otitis media + eustachian tube disorders,F51,F51..00,297571000006118.0,194237006.0,299008018.0,Nonsuppurative otitis media + eustachian tube disorders
296,Cellulitis,[X]Cellulitis of finger and toe,M080,M080.00,399909011.0,19240003.0,32438017.0,[X]Cellulitis of finger and toe
297,pneumonia,Pneumonia due to staphylococcus,H224,H224.00,219971000006119.0,22754005.0,38198016.0,Pneumonia due to staphylococcus
298,Gastrointestinal,Salmonella infection NOS,A02z,A02z.00,286084015.0,302231008.0,443816015.0,Salmonella infection NOS
299,other,Coxsackie virus,A792,A792.00,599261000006113.0,186658007.0,286905019.0,Coxsackie virus
300,Diverticulitis,Diverticular abscess,J513,J513.00,353440011.0,235774002.0,353440011.0,Diverticular abscess
301,Cellulitis,Cellulitis and abscess of finger and toe,M02,M02..00,308266016.0,200628009.0,308266016.0,Cellulitis and abscess of finger and toe
302,UTI,Urinary tract infection following delivery,L1666,L166600,305977017.0,199111004.0,305977017.0,Urinary tract infection following delivery
303,bacterial URTI,Acute non suppurative otitis media,F510,F510.00,458531000006114.0,359609001.0,2670857015.0,Acute non suppurative otitis media
304,Bone,Other acute osteomyelitis,N300,N300.00,2471514017.0,409780002.0,2471514017.0,Acute osteomyelitis
305,other,Viral diseases with exanthem,A5,A5...00,61141000006116.0,186504007.0,286680013.0,Viral diseases with exanthem
306,bacterial URTI,Postmeasles otitis media,A552,A552.00,22934019.0,13420004.0,22934019.0,Postmeasles otitis media
307,other,Coliform bacteria,A3By8,A3By800,128308014.0,87628006.0,145291019.0,Coliform bacteria
308,Viral URTI,Influenza like illness,H27z-2,H27z.12,778711000006116.0,95891005.0,158839016.0,Influenza like illness
309,pneumonia,Acute wheezy bronchitis,H060-1,H060.11,411490016.0,275499005.0,411490016.0,Acute wheezy bronchitis
310,Gastrointestinal,Diarrhoea due to Campylobacter jejuni,A0743-1,A074311,619811000006118.0,18081009.0,30543016.0,Diarrhoea due to Campylobacter jejuni
311,Viral URTI,Sore throat NOS,H02-1,H02..11,139761000006116.0,162397003.0,2164213014.0,Sore throat NOS
312,Puerperal,Infection of obstetric surgical wound,L3945,L394500,307559016.0,200125006.0,307559016.0,Infection of obstetric surgical wound
313,pneumonia,Pneumonia or influenza NOS,H2z,H2z..00,301431011.0,195878008.0,301357010.0,Pneumonia or influenza NOS
314,UTI,Neonatal urinary tract infection,Q40y1,Q40y100,21171016.0,12301009.0,21171016.0,Neonatal urinary tract infection
315,pneumonia,Acute lower respiratory tract infection,H062,H062.00,457801000006117.0,195742007.0,301131016.0,Acute lower respiratory tract infection
316,Viral URTI,Chronic laryngitis NOS,H16z,H16z.00,301248018.0,29951006.0,50120012.0,Chronic laryngitis NOS
317,other,Herpesviral infection of perianal skin and rectum,A5414,A541400,286733013.0,186537009.0,286733013.0,Herpesviral infection of perianal skin and rectum
318,Viral URTI,Acute upper respiratory tract infection,H051,H051.00,460751000006119.0,54398005.0,90415012.0,Acute upper respiratory tract infection
319,Cellulitis,Cellulitis of leg,M085,M085.00,357328011.0,449710006.0,2912869018.0,Cellulitis of leg
320,Viral URTI,Viral upper respiratory tract infection NOS,H05z-2,H05z.12,350040017.0,281794004.0,419887019.0,Viral upper respiratory tract infection NOS
321,Genital,Acute pelvic inflammatory disease,K409,K409.00,355291010.0,237037006.0,355291010.0,Acute pelvic inflammatory disease
322,Viral URTI,Viral sore throat NOS,H02-2,H02..12,61411000006110.0,195662009.0,301028015.0,Viral sore throat NOS
323,Bone,Tuberculosis of bones and joints,N304-1,N304.11,82541000006118.0,35984006.0,60049017.0,Tuberculosis of spine
324,bacterial URTI,"Chronic otitis media with effusion, serous",F511,F511.00,555791000006118.0,81564005.0,504726015.0,"Chronic otitis media with effusion, serous"
325,bacterial URTI,Drainage of peritonsillar abscess,75311,7531100,1486215014.0,392233007.0,1486215014.0,Drainage of peritonsillar abscess
326,Viral URTI,Febrile cold,H00-3,H00..13,667611000006110.0,82272006.0,504996015.0,Febrile cold
327,pneumonia,Pleural abscess,H5010,H501000,301632010.0,196067009.0,301632010.0,Pleural abscess
328,UTI,Urinary tract infection complicating pregnancy,L1668,L166800,1490641019.0,307534009.0,1490641019.0,Urinary tract infection complicating pregnancy
329,Gastrointestinal,Clostridium difficile infection,A3Ay2,A3Ay200,286580015.0,186431008.0,286580015.0,Clostridium difficile infection
330,Genital,Salpingitis follicularis,K4016,K401600,109583017.0,65984002.0,109583017.0,Salpingitis follicularis
331,Genital,Chronic epididymitis,K2415,K241500,354880015.0,236768005.0,354880015.0,Chronic epididymitis
332,Peritonitis,Peritoneal abscess,J5524,J552400,236021000006117.0,73962000.0,122825010.0,Peritoneal abscess
333,Genital,Female chlamydial pelvic inflammatory disease,K40y1,K40y100,304699015.0,198176005.0,304699015.0,Female chlamydial pelvic inflammatory disease
334,Cellulitis,Cutaneous cellulitis,M08,M08..00,472876012.0,123951002.0,472876012.0,Cutaneous cellulitis
335,Neuro,Bacterial meningitis,F00,F00..00,158829010.0,95883001.0,158829010.0,Bacterial meningitis
336,other,Pseudomonas infection,A3B7,A3B7.00,1232458011.0,63398001.0,1232458011.0,Pseudomonas infection
337,other,Roseola infantum,A57y1-1,A57y111,90394014.0,54385001.0,90394014.0,Roseola infantum
338,Neuro,Meningitis due to viral organisms EC,F011,F011.00,706611000006119.0,58170007.0,96672018.0,Meningitis due to viral organisms EC
339,other,American mountain tick fever,A6611,A661100,11701013.0,6452009.0,11701013.0,American mountain tick fever
340,bacterial URTI,O/E - quinsy present,2DB5-1,2DB5.11,255675016.0,164255006.0,255675016.0,O/E - quinsy present
341,other,Syphilitic retrobulbar neuritis,A94y4,A94y400,60548015.0,36276008.0,60548015.0,Syphilitic retrobulbar neuritis
342,bacterial URTI,Acute maxillary sinusitis,H010,H010.00,113403018.0,68272006.0,113403018.0,Acute maxillary sinusitis
343,pneumonia,Recurrent wheezy bronchitis,H30-2,H30..12,183191000006115.0,195949008.0,301450011.0,Recurrent wheezy bronchitis
344,Genital,Prostatitis and other inflammatory diseases of prostate,K21-1,K21..11,203441000006115.0,9713002.0,16976011.0,Prostatitis and other inflammatory diseases of prostate
345,Genital,Cervicitis and endocervicitis,K420,K420.00,304726012.0,198199009.0,304726012.0,Cervicitis and endocervicitis
346,other,Respiratory TB not confirmed bact or histologically,A125,A125.00,168861000006111.0,186202007.0,286247011.0,Respiratory TB not confirmed bact or histologically
347,Bone,"Osteomyelitis, unspecified",N302-1,N302.11,360276014.0,111253001.0,178471017.0,Bone infection
348,other,Other mycobacterial diseases,A31,A31..00,286426014.0,88415009.0,508021014.0,Other mycobacterial diseases
349,bacterial URTI,O/E - follicular tonsillitis,2DB6,2DB6.00,255676015.0,164256007.0,255676015.0,O/E - follicular tonsillitis
350,bacterial URTI,Notification of whooping cough,65VA,65VA.00,264414014.0,170526005.0,264414014.0,Notification of whooping cough
351,Cellulitis,Cellulitis in diabetic foot,M0372,M037200,308360012.0,200687002.0,308360012.0,Cellulitis in diabetic foot
352,Puerperal,[X]Infection of caesarean section wound following delivery,Lyu6A,Lyu6A00,2475004013.0,24342007.0,481891018.0,[X]Infection of caesarean section wound following delivery
353,Bone,"Pyogenic arthritis, unspecified",N0106-1,N010611,359266017.0,239777004.0,359266017.0,Knee pyogenic arthritis
354,Puerperal,Puerperal pyrexia NOS,L420z,L420z00,200791000006110.0,237348005.0,355727015.0,Puerperal pyrexia NOS
355,Genital,Acute salpingitis and oophoritis,K400,K400.00,396758017.0,266581008.0,396758017.0,Acute salpingitis and oophoritis
356,Hepatobiliary,Chronic cholecystitis,J6510,J651000,35027015.0,20824003.0,35027015.0,Chronic cholecystitis
357,other,Herpes gestationis,L169,L169.00,142732017.0,86081009.0,142732017.0,Herpes gestationis
358,Gastrointestinal,Campylobacter enteritis,A0743-2,A074312,533191000006119.0,18081009.0,2920784014.0,Campylobacter enteritis
359,UTI,Suspected UTI,1J4,1J4..00,459357017.0,314940005.0,3038119015.0,Suspected UTI
360,Cellulitis,Cellulitis of foot,M08B,M08B.00,206541013.0,128276007.0,206541013.0,Cellulitis of foot
361,other,Haemophilus influenzae infection,A3B5,A3B5.00,151462017.0,91428005.0,151462017.0,Haemophilus influenzae infection
362,bacterial URTI,Acute serous otitis media,F5101,F510100,299014013.0,194240006.0,299013019.0,Acute serous otitis media
363,Puerperal,Puerperal septicaemia,L403,L403.00,483922014.0,2858002.0,483922014.0,Puerperal septicaemia
364,other,Pneumococcal septicaemia,A382,A382.00,509175013.0,448421008.0,2900359016.0,Pneumococcal septicaemia
365,Cellulitis,Cellulitis of eyelid,F4D14,F4D1400,347348011.0,231796003.0,347348011.0,Cellulitis of eyelid
366,bacterial URTI,Notification of scarlet fever,65V7,65V7.00,264410017.0,170523002.0,264410017.0,Notification of scarlet fever
367,Cellulitis,Cellulitis and abscess of leg excluding foot,M036,M036.00,541011000006113.0,449702005.0,2912778018.0,Cellulitis and abscess of leg excluding foot
368,Hepatobiliary,Hepatitis in infectious mononucleosis,J6312,J631200,820971000006110.0,302919001.0,2476427017.0,Hepatitis in infectious mononucleosis
369,bacterial URTI,Drainage of quinsy,75311-1,7531111,1493925016.0,392233007.0,1493925016.0,Drainage of quinsy
370,Cellulitis,Cellulitis of face,M082,M082.00,308311019.0,200652002.0,308311019.0,Cellulitis of face
371,Viral URTI,Acute respiratory infections,H0,H0...00,300997012.0,195647007.0,300997012.0,Acute respiratory infections
372,Hepatobiliary,Subhepatic abscess,J5520,J552000,120042012.0,72249004.0,120042012.0,Subhepatic abscess
373,Neuro,Extradural intracranial abscess,F0404,F040400,296920011.0,192743008.0,296920011.0,Extradural intracranial abscess
374,Neuro,Meningococcal encephalitis,F0330-1,F033011,30532012.0,18071005.0,30532012.0,Meningococcal encephalitis
375,bacterial URTI,Scarlet fever - scarlatina,A341,A341.00,154821000006118.0,30242009.0,50618013.0,Scarlet fever - scarlatina
376,bacterial URTI,Acute frontal sinusitis,H011,H011.00,150861013.0,91038008.0,150861013.0,Acute frontal sinusitis
377,other,HIV disease resulting in wasting syndrome,A789A,A789A00,2622348012.0,422003001.0,2622348012.0,HIV disease resulting in wasting syndrome
378,pneumonia,Lung consolidation,H2600,H260000,512123013.0,95436008.0,512123013.0,Lung consolidation
379,other,E.coli infection,A3B4-1,A3B4.11,633521000006119.0,71057007.0,501779012.0,E.coli infection
380,other,Epstein-Barr virus,A79y-1,A79y.11,63775011.0,240530001.0,360296018.0,Epstein-Barr virus
381,Cardiovascular,Viral pericarditis NOS,G50z1-1,G50z111,350428012.0,70189005.0,116578018.0,Viral pericarditis NOS
382,other,Syphilis and other venereal diseases,A9,A9...00,395385015.0,8098009.0,14372016.0,Syphilis and other venereal diseases
383,bacterial URTI,Acute ulcerative tonsillitis,H032,H032.00,301037015.0,195668008.0,301037015.0,Acute ulcerative tonsillitis
384,bacterial URTI,Streptococcal tonsillitis,A3403,A340300,69365016.0,41582007.0,69365016.0,Streptococcal tonsillitis
385,Cardiovascular,Rheumatic carditis,N0420,N042000,39771016.0,23685000.0,39771016.0,Rheumatic carditis
386,other,Methicillin resistant staphylococcus aureus,A3B11,A3B1100,465611000000114.0,266096002.0,465611000000114.0,Meticillin resistant staphylococcus aureus
387,other,Charcot's arthropathy,N035-1,N035.11,473460018.0,359554008.0,473460018.0,Charcot's arthropathy
388,Genital,Acute gonococcal endometritis,A9816,A981600,108487014.0,65295003.0,108487014.0,Acute gonococcal endometritis
389,Cellulitis,"Cellulitis, external ear",F5011-2,F501112,219471000000116.0,232214001.0,347928014.0,"Cellulitis, external ear"
